codigo,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25
6071,-60,-1550,-569,-2852,-791,-610,-158,-584,1724,-1103,-651,-8280,-8015,-2423,-3261,-6096,-1749,-2697,-2625,-17080,-1252,-1762,-2033,-1227,-27940,-5652,-3378,-80489,-3573,-100992,-2207,-12053,-23804,-5523,-2773,-4123,-6379,-32514,-21420,-13987,-38620,-145263,-17950,-23989,-198456,-3983,-26276,-5811,-3864,-91537,-25625,-5280,-98598,-3673,-98534,-43644,-169117,-11615,-35959,-127492,-16879,-8703,-22000,-8482,-8025,-6086,-3236,-11225,-203155,-38358,-3051,-102637,-12501,-197986,-136700,92349,-36178,-110025,-32685,-31757,-139693,-10258,-17207,-79873,-32286,-42133,-79961,-18122,-60190,-14794,-17990,-75261,-56572,-156996,-64902,-66306,-10674,-118689,-193480,-71533,-23766,-12276,-4157,-107625,-205533,-56429,-86284,-52138,-50071,-100206,-152949,-169488,-106520,-100438,-147365,-75964,-104771,-199862,-145706,-301289,-109251,-307563,-64217,-136547,-28926,-90316,-118462,-125886
607102, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-2563, -   , -   ,-123, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-8500, -   , -   , -   , -   , -   , -   , -   , -   ,-19000, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
607103, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-3400,-300,-900, -   , -   , -   ,-400, -   ,-7958,-400, -   ,-492,-2174,-2852,-1892,-1350,-1999,-3796,-3523,-3501,-1317,-56852,-1417,-500,-9143,-31,-1000,-3479, -   ,-6237, -   ,-500,-576,-904,-1028,-3534,-16332, -   ,-67248,-11080,-3343, -   ,-500,-500, -   ,-1600,-8468,-4596,-7972,-13175,-8608,-2574,-3325,-4725,-12488,-25430,-4907,-7162,-13383,-1235,-150893,-22048,-3264,-4778,-109033,-154628,-34424,-533,-5081,-100,-72381,-40797,-17050,-41439,-26504,-19582,-54805,-135340,-116297,-62104,-48159,-122500,-47770,-18250,-124031,-89935,-256263,-68238,-279948,-44100,-68490,-10752,-22635,-9700,-99128
607199,-60,-1550,-569,-2852,-791,-610,-158,-584,1724,-1103,-651,-8280,-8015,-2423,-3261,-6096,-1749,-2697,-2625,-14517,-1252,-1762,-1910,-1227,-27940,-5652,-3378,-80489,-3573,-100992,-2207,-12053,-23804,-2123,-2473,-3223,-6379,-32514,-21420,-13587,-38620,-137304,-17550,-23989,-197964,-1809,-23424,-3919,-2514,-89538,-21829,-1756,-95097,-2356,-41682,-42227,-168617,-2472,-35929,-126492,-13400,-8703,-15763,-8482,-7525,-5510,-2332,-10196,-199621,-22026,-3051,-35388,-1422,-194643,-136700,92849,-35678,-110025,-31085,-23289,-135097,-2286,-4033,-71264,-29712,-38808,-75236,-5635,-34760,-9888,-10828,-61878,-55337,-6103,-42854,-63043,-5896,-9656,-38852,-37109,-14733,-7195,-4057,-35244,-164736,-39379,-44845,-25634,-30488,-26401,-17609,-53191,-44417,-52279,-24865,-28194,-86521,-75831,-55771,-45026,-41013,-27615,-20117,-68058,-18175,-67681,-108762,-26757
613, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-100,-525,-400,-250,-7650,-225,-550,-125,-125,-5000,-875,-325,-200,-100,-400,-200,-3225,-200,-200,-500,-100
6131, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-100,-525,-400,-250,-7650,-225,-550,-125,-125,-5000,-875,-325,-200,-100,-400,-200,-3225,-200,-200,-500,-100
613102, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,-100,-525,-400,-250,-7650,-225,-550,-125,-125,-5000,-875,-325,-200,-100,-400,-200,-3225,-200,-200,-500,-100
7,254636,419017,551779,724948,855168,986832,1031980,1190471,1243572,1293853,1355594,1479207,1485367,1546535,1623010,1927812,1671861,1716178,1759476,1782736,1783990,1803811,1726622,1881141,1878326,1909192,1970784,2042079,2040810,2007194,2064084,2114978,2148167,2083993,1993572,1918116,2173425,2014575,1999457,1980433,2057043,1975161,2014970,2024835,2352461,609307,3496416,2083820,2117722,2349133,2403813,2299495,2546402,2330848,2509762,2497119,2650669,2539781,2460527,2362477,2004589,2018242,2291997,2196511,2287246,2362530,2534926,2684121,2464110,2700927,2579425,3016370,2821749,2985595,3040213,2780174,3122273,3004844,3132618,3228829,3422954,3234174,3202631,3404996,3338121,3529712,3836608,3520360,3774958,3672471,3771352,4022814,3813298,4053603,3816802,3993627,3925854,4247162,4603294,4286390,4417064,4509361,4370998,4745494,4759306,4663253,4673788,4433432,4878767,4828704,4682942,4846911,4995826,4974293,4937486,4400764,4671930,4687911,5221034,5063478,5328594,5899394,5411920,5459518,5610754,5634878,5887823,5511336
701,96499,253457,194134,241480,279201,350956,338261,378950,282039,495997,343981,568489,556747,543069,733689,752151,755632,730086,766137,758718,704228,812641,699474,761303,790784,747060,797009,945139,986481,956434,988424,914798,1027292,1018256,979976,911727,877469,847262,920261,898826,996726,977621,976170,866892,1196001,366397,1755589,937220,962625,1055851,1059295,980997,1084782,974836,1081514,1160804,1082926,1102919,883220,903081,850507,879934,1114813,990286,1046973,1107987,1206402,1316800,781212,1200432,1021437,1152576,1173581,1148286,1400903,1136348,1326761,1249067,1302773,1421431,1577021,1332341,1216232,1440837,1383657,1459490,1416509,1417596,1498611,1435888,1486380,1563356,1584415,1366486,1452747,1562803,1556959,1704332,1873040,1532874,1563891,1680747,1772966,1757951,1659405,1745886,1640716,1791778,1890448,1877086,1995660,1737418,1910932,2048189,1996534,2242062,1822149,1986551,2087607,2058989,2045578,2318544,2587745,2200344,2230956,2352717,2344479,2299221
7011,96499,253457,194134,241480,279201,350956,338261,378950,282039,495997,343981,568489,556747,543069,733689,752151,755632,730086,766137,758718,704228,812641,699474,761303,790784,747060,797009,945139,986481,956434,988424,914798,1027292,1018256,979976,911727,877469,847262,920261,898826,996726,977621,976170,866892,1196001,366397,1755589,937220,962625,1055851,1059295,980997,1084782,974836,1081514,1160804,1082926,1102919,883220,903081,850507,879934,1114813,990286,1046973,1107987,1206402,1316800,781212,1200432,1021437,1152576,1173581,1148286,1400903,1136348,1326761,1249067,1302773,1421431,1577021,1332341,1216232,1440837,1383657,1459490,1416509,1417596,1498611,1435888,1486380,1563356,1584415,1366486,1452747,1562803,1556959,1704332,1873040,1532874,1563891,1680747,1772966,1757951,1659405,1745886,1640716,1791778,1890448,1877086,1995660,1737418,1910932,2048189,1996534,2242062,1822149,1986551,2087607,2058989,2045578,2318544,2587745,2200344,2230956,2352717,2344479,2299221
701101,91999,216763,169134,240880,266916,330941,310031,363760,270916,480200,328768,568215,509823,520056,661798,750815,712259,715035,725461,744933,627301,800767,698363,760085,768557,726131,773403,910813,948874,876230,964974,913512,962881,960776,978647,863381,876951,812258,904270,887127,944375,962197,963743,866313,1447147,365655,1753435,897099,961860,980805,1043029,979487,1084206,973495,1044546,1110034,1072193,1095752,859612,899980,840379,879254,1078586,955245,1046190,1056467,1204950,1316008,770232,1188974,984015,1151443,1172335,1139464,1214940,1122320,1325513,1249067,1289245,1366039,1517581,1329670,1214768,1429626,1381370,1438993,1405106,1415538,1459021,1434682,1469569,1522687,1562064,1364805,1451611,1547704,1555232,1678073,1714281,1531333,1535065,1652209,1772135,1757124,1640302,1720003,1615068,1751478,1879804,1851444,1956716,1718132,1872985,1837032,1984346,2226422,1803640,1833604,1934660,1864785,1892632,2165213,2423971,2047231,2078214,2198199,2166879,2298370
701102,4500,36694,25000,600,12285,20015,28229,15190,11124,15797,15214,274,46924,23012,71891,1336,43373,15051,40676,13785,76928,11874,1111,1218,22227,20929,23605,34326,37607,80204,23450,1286,64411,57480,1328,48346,518,35004,15991,11699,52351,15424,12426,579,-251146,742,2154,40121,766,75046,16266,1510,576,1341,36968,50770,10733,7167,23608,3101,10128,680,36227,35041,782,51520,1451,793,10980,11458,37422,1133,1246,8821,185963,14028,1248, -   ,13528,55392,59440,2672,1464,11212,2287,20497,11403,2058,39590,1206,16811,40669,22351,1681,1136,15099,1727,26259,158759,1541,28826,28538,831,827,19104,883,648,40300,644,642,28944,19286,37947,201157,2188,640,3508,447,447,41703,446,831,11274,613,242,2017,25100,850
701103, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,25000,25000, -   ,10000,25000,10000, -   , -   ,10000,10000,15000,15000,152500,152500,152500,152500,152500,152501,152500,152500,152500,152500, -   
702, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1022,4687,4554,4746,5034,6076,8116,8796,9839,8920,9443,10738,9747,10315,10948,14582,13101,16160,14862,16224,17601,18860,24939,26423,25108,25705,28289,26454,6515,53259,31208,31876,35727,42752
7021, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1022,4687,4554,4746,5034,6076,8116,8796,9839,8920,9443,10738,9747,10315,10948,14582,13101,16160,14862,16224,17601,18860,24939,26423,25108,25705,28289,26454,6515,53259,31208,31876,35727,42752
702101, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,44, -   , -   , -   ,229,206,839,1381,1644,1234,1125,1445,1368,1390,1536,3297,2614,3295,3344,3698,5202,4882,5079,6266,5462,6103,6795,6347,6515,5558,6116,6682,6001,5167
702102, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,978,4687,4554,4746,4805,5870,7277,7415,8195,7686,8318,9293,8380,8925,9412,11285,10487,12866,11519,12527,12400,13978,19860,20157,19646,19602,21494,20107, -   ,47700,25092,25194,29725,37585
704, -   ,193, -   , -   ,4050, -   , -   , -   ,4458, -   , -   , -   , -   , -   ,0, -   , -   , -   , -   , -   ,187,2, -   , -   , -   , -   , -   ,29375, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24039, -   , -   ,72939, -   ,2634,46500,10000,10000,56624,10147,13779,32996, -   ,1013,3122, -   , -   ,2103,11975,23987,152648,3083,769,89336,1200,3394,69,7259,1233,40,3114, -   ,12094,16408,18809,40,6135,13707,52673, -   ,1966,92765,40, -   ,176657, -   , -   , -   ,5872,24511,18828,24363,3028, -   , -   ,4596, -   , -   ,12318, -   , -   , -   ,6177, -   , -   , -   ,1943,40,40,17442, -   , -   , -   ,78703,21791, -   , -   ,2645,10633,1769
7041, -   ,193, -   , -   ,4050, -   , -   , -   ,4458, -   , -   , -   , -   , -   ,0, -   , -   , -   , -   , -   ,187,2, -   , -   , -   , -   , -   ,29375, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24039, -   , -   ,72939, -   ,2634,46500,10000,10000,56624,10147,13779,32996, -   ,1013,3122, -   , -   ,2103,11975,23987,152648,3083,769,89336,1200,3394,69,7259,1233,40,3114, -   ,12094,16408,18809,40,6135,13707,52673, -   ,1966,92765,40, -   ,176657, -   , -   , -   ,5872,24511,18828,24363,3028, -   , -   ,4596, -   , -   ,12318, -   , -   , -   ,6177, -   , -   , -   ,1943,40,40,17442, -   , -   , -   ,78703,21791, -   , -   ,2645,10633,1769
704101, -   ,193, -   , -   ,4050, -   , -   , -   ,4458, -   , -   , -   , -   , -   ,0, -   , -   , -   , -   , -   ,187,2, -   , -   , -   , -   , -   ,29375, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24039, -   , -   ,72939, -   ,2634,46500,10000,10000,56624,10147,13779,32996, -   ,1013,3122, -   , -   ,2103,11975,23987,152648,3083,769,89336,1200,3394,69,7259,1233,40,3114, -   ,12094,16408,18769, -   ,6095,13667,52633, -   ,1966,92765, -   , -   ,176657, -   , -   , -   ,5872,24511,18828,24283,3028, -   , -   ,3646, -   , -   ,12318, -   , -   , -   ,6177, -   , -   , -   ,1943, -   , -   ,17442, -   , -   , -   ,78663,21751, -   , -   ,2645,10633,1729
704103, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40,40,40,40,40, -   , -   , -   ,40, -   , -   , -   , -   , -   , -   , -   , -   ,80, -   , -   , -   ,950, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,40,40, -   , -   , -   , -   ,40,40, -   , -   , -   , -   ,40
706,98612,154407,219567,209870,194715,219948,274811,317243,436312,326654,406046,414966,386544,568643,466126,511044,417187,470927,489173,480691,514069,384886,424565,482577,516870,425739,472409,492744,445273,494827,510439,586166,530833,444902,433970,472517,576348,544390,495489,502006,463882,472390,480094,634220,573303,36353,862064,508850,448118,573848,539981,577277,716356,560192,583082,540792,532010,662952,704661,573878,409013,427952,421451,446797,492789,488087,526080,468474,601325,581243,600442,748535,607291,609429,511904,674136,723453,620309,720659,640191,745205,751502,621717,556175,669418,756488,840154,731539,882979,727331,881227,1097815,657109,1385416,918761,979662,937874,1030454,1123864,1087861,1179009,1031926,576668,1031958,804231,1323831,1235897,1021321,1333517,1167380,1005149,1157409,1074145,1009671,1085656,759410,882299,985491,1218845,1017991,1022419,898609,1080836,1138189,980156,937328,1060251,1067627
7061,98612,154407,219567,209870,194715,219948,274811,317243,436312,326654,406046,414966,386544,568643,466126,511044,417187,470927,489173,480691,514069,384886,424565,482577,516870,425739,472409,492744,445273,494827,510439,586166,530833,444902,433970,472517,576348,544390,495489,502006,463882,472390,480094,634220,573303,36353,862064,508850,448118,573848,539981,577277,716356,560192,583082,540792,532010,662952,704661,573878,409013,427952,421451,446797,492789,488087,526080,468474,601325,581243,600442,748535,607291,609429,511904,674136,723453,620309,720659,640191,745205,751502,621717,556175,669418,756488,840154,731539,882979,727331,881227,1097815,657109,1385416,918761,979662,937874,1030454,1123864,1087861,1179009,1031926,576668,1031958,804231,1323831,1235897,1021321,1333517,1167380,1005149,1157409,1074145,1009671,1085656,759410,882299,985491,1218845,1017991,1022419,898609,1080836,1138189,980156,937328,1060251,1067627
706101, -   ,32460,19772,8611,26579,30842,61915,27754,80988,37707,29740,30030,26195,33354,29843,56401,28262,26804,65774,42011,49760,21326,34448,46344,36812,46562,18200,111743,38191,36621,73299,55460,85945,19401,17978,30112,39984,33139,62074,35830,50493,47240,49275,111617,45597,500,46525,44427,52243,73280,93703,106796,84169,105013,106907,58055,85604,79818,79053,66586,19625,24625,24246,57150,58721,49575,43700,57399,24306,57125,83826,133456,83474,64466,60021,92854,172755,92183,105559,80922,201906,130270,109954,76097,100482,163328,224659,153228,230192,147532,166509,150033,52593,216420,162750,127069,126390,253015,237716,196389,257064,196890,-225759,108715,44515,195390,214320,138515,145390,147317,156282,134016,113395,133740,129394,94415,48265,169665,243667,145524,121865,56873,114103,160154,100788,89025,88937,60655
706102,76443,64834,110814,74562,56210,94047,113986,126944,188329,197160,183141,187701,202176,339511,277079,261580,222831,249278,222616,226041,246006,212795,228297,205699,237369,199834,289705,174423,231828,228175,260899,216162,220781,200028,207615,204575,218128,241703,200008,215722,221475,187026,233252,241473,205746,153,364336,235197,193599,239705,193388,224113,308370,216021,237329,220107,197396,264316,275450,215588,210065,201520,227461,195296,211622,264697,211645,208559,390043,269145,219490,311201,291330,292178,275472,295671,256742,294343,299333,279204,293073,337608,315540,337723,309449,361011,415706,374252,402890,342171,446160,431240,407283,465133,396615,442901,409407,414501,433441,412837,496074,426150,444826,457768,393594,432073,436429,446281,444484,507460,461496,514569,468000,456995,479199,450956,526496,455606,566616,479138,495332,484315,557773,546376,515305,503907,542576,538636
706103, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12000, -   , -   , -   ,550, -   , -   , -   ,25, -   ,810, -   ,105,200, -   ,12, -   ,65, -   , -   , -   , -   ,30, -   , -   , -   , -   ,130,500, -   , -   , -   , -   , -   , -   
706104,3000,3000,19143,5050,5935,31490,7408,450,20818,400,46465,9355,5564,45778,7753,30660,774,40519,36247,1680,11262,14102,20492,16600,4200,11675,1325,675,6200,21813,20324,11385,48337,9300,700,27201,9850,14929,33718,25679,8787,4595,8833,10569,4023,9500,20489,38816,13962,19382,4635,5450,2100,24500,14660,9000,15383,17225,68753,30606, -   ,1400,2150,10650,6465,-33877,4630,13700,6053,40500,5700,17550,16750,20673,4600,5980,1000,2200,26750,1300,3000,25125,25875,5000,11050,3700, -   ,3550,2150,4600,3300,8560,25804,33921,10804,50664,2100,9550,18750,2450,38124,3192,2350,27790,78939,21860,23000,15600,42058,14775,17700,27183,7400,12500,14420,13960,7500,8833,25833,11508,16947,19229,8333,14583,20792,9733,36980,95352
706105,1400,1400,1400,1400, -   ,2292,2292,2292,2292,2292, -   ,6396, -   , -   , -   , -   , -   , -   , -   , -   , -   ,10000, -   , -   ,33900,11520,11976,11698,12600,11300,11300,18824, -   ,12600,11300, -   , -   ,48257, -   , -   , -   , -   ,7450,13250,13250, -   ,31310,13250,13250,13250,16750,11500,15000,15000,15394,15000,33150,25344,26910,26710,26710,34045,27630,28773,28620,26595,30000,27910,26990,35410,25410,40875,8663,54337,7879,22065,31298,31179,30344,30139,26864,5353,51054,27243,28698,27996,28066,27911,35411,32296,30063,30452,30765,7057,7051,14302,7723,6997,7304,60395,11111,6917,32210,8632,58396,35430,6307,29711,10847,32404,9769,33228,7141,11548,7085,9275,10539,3747,37477,3747,3747,3747,3747,3747,3747,3747,3347,2947
706106,978,450,8457,7968,10167,3125,9956,5355,-39190,1303,6222,4015,3603,7369,5818,12018,11739,6638,4860,4891,-50448,1700,7363,14160,9299,5308,4328,4605,760,1899,1865,2578,2545,4638,6980,1015,10673,2500,1845,6215,-1788,3455,8877,14561,13552,5398,18466,11603,1680,9932,29901,15316,11760,3425,8376,8450,-85318,33598,13911,10049,2993,45001,3754,20456,49666,2745,26680,28096,5282,27957,90454,18440,26941,7101,1905,30710,10293,14280,52736,10847,7150,30679,2515,7099,14734,40362,21913,18588,70186,2268,29453,18751,4336,10360,41191,5233,32684,12865,6163,66011,6092,28434,28744,12285,3121,19680,13603,19442,9207,47283,35598,36476,29467,14991,72001,10406,1972,21662,31377,78975,75986,10767,82770,84357,26749,6839,58415,60621
706107,7497,28186,38114,80072,47508,20905,32733,103848,50704,98,50923,85586,27904,17087,12729,12729,38800,39131,32691,42224,41190,1450,6093,30884,19872,2466,10562,13828,2583,10198,15890,70362,2978,15100,7375,17456,61231,3925,925,6979,400,2615, -   ,16576,14009, -   , -   ,3278,10937,12403,15900,17335,71728,6340,12503,42984,-1324,62680,47407,37090,34139,7623,13509,1315,22135,48020,50800,23097,7504,61158,30901,72976,36617,13898,4140,39207,94608,30393,45292,85000,48705,63049,9416,-30753,60498,25114,37733,42260,9723,60360,90638,209954, -   ,165612,25887,69030,105171,56296,117407,49744,67068,86227,14939,133299,-65000,244759,191723,62146,355927,100088, -   ,53319,189081,2471,66263,-141810,-399233,275,165,85,874,1240,6885,6115,7757, -   ,355,918
706108, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4300, -   ,12961, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1029,515,515,515,515,515,515,515,3568,1544, -   ,6439,2558,3729, -   , -   , -   , -   , -   , -   ,4043, -   ,3477, -   ,13356,10000,26261,44692,10000,10000,10000,18817,10000,13830, -   ,16717,27648,34633,35397,12484,18500,51000,15000,36818,7993, -   ,38386, -   ,34878,44518,50992,45379,36800,37338,40273,46586,39463,-39463,2587,10919,2547, -   ,2775,5116,10160, -   ,30000,6474, -   ,2000,602,602,1324,3324,1324, -   ,5280,2258,2258,2743,32258,32258,2258,2821,3718,3647,11566,2663,3430,3430,3430,6109,3710,3710,3710,3578,4263,294,7273,3560,3560,3560,3560
706109,1172,1172,5506,10515,14246,13908,14404,14262,63326,62601,63961,63961,64179,65310,68390,71973,66711,67508,68543,69735,68075,102272,104904,106346,108194,111705,113218,113218,113862,113862,114317,115327,115327,149292,150429,150429,151669,149138,149778,152784,150570,146683,149596,151817,207657, -   ,279896,119154,136609,131564,130327,129711,130374,130345,129641,130418,130418,134994,134578,135005,40818,40339,40051,43027,41708,42765,43527,43474,35252,35498,85498,63909,62408,66397,47054,55378,62717,64647,64352,61668,62345,61608,60456,59567,61932,61410,61229,60731,59557,64501,67916,166527,67064,316695,208256,194821,197242,220030,214299,213992,213069,213116,208697,207907,217261,228290,227563,227650,224284,222555,229342,229657,230421,231126,231243,231222,606486,254334,254114,250609,248978,249696,249483,251467,251394,251623,253783,255788
